Nodo;Valor
YBR044C;0.204933
YBR049C;0.274676
YBR052C;0
YBR055C;0.306183
YBR056W;0
YBR057C;0.223746
YBR058C;0.237964
YBR059C;0.181237
YBR060C;0.155819
YBR063C;0.190734
YBR065C;0.219997
YBR067C;0
YBR069C;0.251902
YBR073W;0
YBR078W;0.227278
YBR079C;0.280699
YBR080C;0.253649
YBR081C;0.252457
YBR082C;0.191754
YBR083W;0.258299
YBR084W;0.269505
YBR085W;0.281565
YBR086C;0.186844
YBR087W;0.233075
YBR088C;0.252607
YBR089C-A;0.271337
YBR092C;0
YBR094W;0.220201
YBR095C;0.218154
YBR097W;0.215376
YBR098W;0.230727
YBR101C;0.211558
YBR102C;0.185972
YBR103W;0.269936
YBR105C;0.214748
YBR107C;0.1642
YBR109C;0.282175
YBR112C;0.199932
YBR114W;0.283624
YBR115C;0.198641
YBR117C;0.000423729
YBR118W;0.23077
YBR119W;0.245038
YBR120C;0.235402
YBR121C;0.24657
YBR122C;0.222886
YBR123C;0.204815
YBR125C;0.247392
YBR126C;0.300753
YBR127C;0.227942
YBR128C;0.221986
YBR129C;0.224448
YBR130C;0.240069
YBR133C;0.230135
YBR135W;0.25609
YBR136W;0.27077
YBR139W;0.180401
YBR140C;0.207787
YBR142W;0.287387
YBR143C;0.288075
YBR145W;0.202294
YBR146W;0.215759
YBR149W;0.225474
YBR150C;0.237703
YBR151W;0
YBR152W;0.255685
YBR154C;0.254154
YBR155W;0.229516
YBR158W;0.221778
YBR160W;0.270177
YBR162C;0.214492
YBR164C;0
YBR166C;0.226902
YBR167C;0.0029661
YBR169C;0.231809
YBR170C;0.209327
YBR171W;0.158757
YBR172C;0
YBR175W;0.250141
YBR177C;0
YBR179C;0.201946
YBR184W;0.225002
YBR187W;0.237649
YBR193C;0.214321
YBR195C;0.229291
YBR196C;0.200518
YBR198C;0.273983
YBR200W;0.173804
YBR202W;0.230109
YBR203W;0.225255
YBR204C;0
YBR205W;0.232512
YBR207W;0.241601
YBR208C;0.258503
YBR211C;0.138836
YBR216C;0.176713
YBR217W;0.307429
YBR218C;0.249194
YBR221C;0.266523
YBR222C;0
YBR223C;0.208527
YBR225W;0.243353
YBR227C;0.243787
YBR228W;0.23803
YBR233W;0.227131
YBR234C;0.263072
YBR236C;0.198484
YBR238C;0.223214
YBR242W;0.218271
YBR245C;0.272255
YBR246W;0
YBR247C;0.307132
YBR249C;0.240784
YBR251W;0.277915
YBR252W;0.233254
YBR253W;0.246771
YBR254C;0.229596
YBR257W;0.00169492
YBR260C;0.226312
YBR263W;0.199613
YBR264C;0.193598
YBR265W;0.223724
YBR267W;0.222929
YBR272C;0.268836
YBR274W;0.226879
YBR276C;0.179629
YBR278W;0.21763
YBR279W;0.215395
YBR280C;0.22553
YBR281C;0.239941
YBR282W;0.216397
YBR286W;0.202258
YBR287W;0.220144
YBR288C;0.188284
YBR289W;0.229047
YBR295W;0.198675
YBR299W;0.000423729
YCL009C;0
YCL010C;0.210016
YCL011C;0.259334
YCL014W;0.246003
YCL017C;0.000423729
YCL024W;0.221611
YCL028W;0.263804
YCL029C;0.195813
YCL030C;0.237774
YCL031C;0.23059
YCL035C;0.234389
YCL037C;0.257544
YCL039W;0.252919
YCL042W;0.204122
YCL043C;0.254127
YCL046W;0.202157
YCL050C;0.204264
YCL054W;0.259225
YCL059C;0.28987
YCR001W;0.200928
YCR002C;0.258487
YCR008W;0.199703
YCR009C;0.258953
YCR012W;0.266014
YCR014C;0.160466
YCR015C;0.185005
YCR020C-A;0.000635593
YCR028C-A;0.223788
YCR030C;0.235498
YCR033W;0.235862
YCR035C;0.24128
YCR042C;0.25015
YCR046C;0.231843
YCR048W;0.220603
YCR052W;0.207797
YCR053W;0.245758
YCR057C;0.308959
YCR063W;0.20735
YCR066W;0.178567
YCR071C;0.222886
YCR072C;0.24771
YCR073C;0.220343
YCR076C;0.237649
YCR077C;0.245237
YCR079W;0.27194
YCR081W;0.218188
YCR084C;0.257596
YCR087W;0.215505
YCR088W;0.261338
YCR091W;0.000423729
YCR092C;0.228912
YCR093W;0.271626
YDL002C;0.248581
YDL003W;0.22095
YDL005C;0.262382
YDL006W;0.229755
YDL007W;0.259896
YDL013W;0.200348
YDL014W;0.300082
YDL017W;0.28183
YDL019C;0.20491
YDL022W;0.212737
YDL025C;0.2396
YDL029W;0.312412
YDL030W;0.217262
YDL031W;0.268548
YDL033C;0
YDL040C;0.234125
YDL042C;0.235126
YDL043C;0.300261
YDL045W-A;0.210086
YDL047W;0.309371
YDL051W;0.276254
YDL052C;0.275747
YDL056W;0.218954
YDL058W;0.249661
YDL059C;0.301625
YDL060W;0.281363
YDL063C;0.22235
YDL065C;0.250047
YDL067C;0.181898
YDL070W;0.241717
YDL074C;0.000847458
YDL076C;0.229876
YDL077C;0.173699
YDL078C;0.225474
YDL080C;0.235751
YDL084W;0.214336
YDL086W;0.214708
YDL087C;0.270092
YDL090C;0.155919
YDL092W;0.204444
YDL097C;0.288992
YDL098C;0.219326
YDL100C;0.234636
YDL101C;0.294054
YDL108W;0.229683
YDL111C;0.235618
YDL112W;0.210053
YDL113C;0.192033
YDL115C;0.195634
YDL116W;0.215964
YDL117W;0.193374
YDL124W;0.2348
YDL125C;0
YDL126C;0.235304
YDL132W;0.272655
YDL134C;0.267887
YDL135C;0
YDL137W;0.241939
YDL140C;0.236399
YDL143W;0.229347
YDL145C;0.296551
YDL147W;0.28486
YDL148C;0.255348
YDL149W;0.199734
YDL150W;0.243773
YDL153C;0.239743
YDL155W;0.198675
YDL156W;0.236555
YDL159W;0.226279
YDL160C;0.281484
YDL161W;0
YDL164C;0.227008
YDL165W;0.208215
YDL166C;0.217424
YDL167C;0.202994
YDL171C;0.240205
YDL175C;0.266926
YDL179W;0.220003
YDL185W;0.296981
YDL188C;0.287677
YDL190C;0.233319
YDL192W;0.260273
YDL193W;0.23672
YDL195W;0.257451
YDL200C;0.285863
YDL203C;0.218383
YDL204W;0.249925
YDL208W;0.274639
YDL209C;0.229761
YDL213C;0.328623
YDL215C;0.152236
YDL216C;0.215636
YDL219W;0.228436
YDL220C;0.251489
YDL225W;0.27277
YDL226C;0
YDL234C;0
YDL235C;0.218271
YDR001C;0.195972
YDR002W;0.228651
YDR005C;0.212288
YDR006C;0.193374
YDR009W;0.227278
YDR017C;0.193374
YDR021W;0.220558
YDR022C;0.223524
YDR023W;0.275449
YDR027C;0.166325
YDR028C;0.262011
YDR030C;0.245363
YDR032C;0.279443
YDR036C;0.248185
YDR037W;0.254311
YDR041W;0.215759
YDR044W;0.198835
YDR045C;0.2125
YDR049W;0.19722
YDR050C;0.187335
YDR060W;0.282459
YDR062W;0.26776
YDR069C;0.213441
YDR071C;0.247653
YDR074W;0.233253
YDR075W;0.247078
YDR076W;0.233921
YDR080W;0.215661
YDR085C;0.234389
YDR087C;0.255941
YDR088C;0.000423729
YDR091C;0.252434
YDR092W;0.222315
YDR097C;0.268412
YDR098C;0.215749
YDR099W;0.224936
YDR101C;0.2643
YDR102C;0.215505
YDR106W;0.219499
YDR108W;0.182697
YDR111C;0.211073
YDR113C;0.234036
YDR115W;0.203494
YDR116C;0.254604
YDR121W;0.229203
YDR122W;0.178703
YDR127W;0.290007
YDR128W;0.281342
YDR129C;0.256177
YDR130C;0.227705
YDR131C;0.22795
YDR137W;0.181764
YDR138W;0.262364
YDR139C;0.19984
YDR140W;0.00120057
YDR141C;0.239621
YDR142C;0.261318
YDR143C;0.273521
YDR145W;0.230864
YDR146C;0.23366
YDR148C;0.268077
YDR150W;0.214003
YDR152W;0.182227
YDR155C;0.299425
YDR158W;0.241599
YDR162C;0.18538
YDR164C;0.221474
YDR166C;0.154199
YDR167W;0.235412
YDR168W;0.207625
YDR169C;0.19104
YDR170C;0.275792
YDR170W-A;0.215219
YDR171W;0.233977
YDR172W;0.23329
YDR174W;0.256282
YDR175C;0.24236
YDR176W;0.205917
YDR177W;0.199039
YDR179C;0.173891
YDR186C;0.193895
YDR188W;0.296042
YDR189W;0.178813
YDR190C;0.29244
YDR194C;0.254659
YDR195W;0.247491
YDR196C;0.168734
YDR198C;0.208455
YDR200C;0.242117
YDR207C;0.182545
YDR211W;0.254089
YDR212W;0.289171
YDR214W;0.289944
YDR216W;0.282025
YDR217C;0.22044
YDR219C;0.199983
YDR224C;0.286003
YDR225W;0.302571
YDR226W;0.255836
YDR227W;0.254475
YDR228C;0.249031
YDR229W;0.201468
YDR233C;0.19373
YDR235W;0.243584
YDR237W;0.226898
YDR238C;0.261509
YDR239C;0.226279
YDR240C;0.255178
YDR243C;0.247603
YDR245W;0.158333
YDR246W;0.182697
YDR247W;0.245681
YDR254W;0.138836
YDR255C;0.204341
YDR260C;0.25954
YDR266C;0.240185
YDR267C;0.231566
YDR268W;0
YDR272W;0
YDR279W;0.220921
YDR280W;0.267508
YDR283C;0.245869
YDR289C;0.234036
YDR292C;0.000423729
YDR293C;0.250311
YDR295C;0.209492
YDR296W;0.223168
YDR298C;0.215275
YDR299W;0.253703
YDR300C;0.25354
YDR301W;0.257487
YDR303C;0.248445
YDR306C;0.260725
YDR308C;0.21132
YDR310C;0.185925
YDR311W;0.217582
YDR312W;0.222871
YDR313C;0.216905
YDR314C;0.200928
YDR316W;0.213815
YDR318W;0.138836
YDR322W;0.23606
YDR324C;0.265979
YDR326C;0.219946
YDR328C;0.25742
YDR331W;0
YDR335W;0.168815
YDR337W;0.231384
YDR339C;0.220285
YDR341C;0.214288
YDR342C;0.277771
YDR343C;0.261628
YDR347W;0.215759
YDR348C;0.204158
YDR350C;0.189598
YDR353W;0.248708
YDR356W;0.213445
YDR359C;0.225507
YDR361C;0.200083
YDR362C;0.166938
YDR364C;0.221603
YDR365C;0.285318
YDR369C;0.242122
YDR372C;0.213862
YDR373W;0
YDR378C;0.222347
YDR379W;0.183592
YDR381W;0.290815
YDR382W;0.242518
YDR383C;0.138836
YDR386W;0.313213
YDR388W;0.304722
YDR390C;0.177456
YDR394W;0.320367
YDR395W;0.226188
YDR398W;0.2608
YDR404C;0.225763
YDR405W;0.204859
YDR407C;0.182979
YDR412W;0.246086
YDR416W;0.233303
YDR419W;0.221397
YDR422C;0.25033
YDR424C;0.152523
YDR427W;0.264581
YDR429C;0.264178
YDR430C;0.227556
YDR432W;0.259902
YDR436W;0.213809
YDR441C;0
YDR443C;0.214321
YDR448W;0.242006
YDR449C;0.262285
YDR453C;0.278401
YDR454C;0
YDR457W;0.212939
YDR460W;0.229683
YDR462W;0.234965
YDR465C;0.228436
YDR468C;0.150043
YDR469W;0.190707
YDR472W;0.182697
YDR473C;0.242982
YDR477W;0.264948
YDR480W;0.259143
YDR482C;0.199525
YDR484W;0.166537
YDR487C;0
YDR488C;0.18318
YDR490C;0.232859
YDR496C;0.293008
YDR499W;0.261605
YDR502C;0.205434
YDR507C;0.234639
YDR510W;0.223156
YDR516C;0.165772
YDR517W;0.223524
YDR523C;0.282219
YDR529C;0.158567
YEL002C;0.187591
YEL012W;0
YEL013W;0.223598
YEL015W;0.241049
YEL018W;0.193259
YEL021W;0.20306
YEL022W;0.208821
YEL023C;0.201974
YEL024W;0.215899
YEL026W;0.245308
YEL030W;0.278419
YEL031W;0.211636
YEL032W;0.222871
YEL034W;0.299157
YEL036C;0.158333
YEL037C;0.259971
YEL046C;0.241435
YEL050C;0.227076
YEL051W;0.279274
YEL053C;0.000635593
YEL055C;0.26268
YEL056W;0.246896
YEL058W;0.000423729
YEL060C;0.282857
YEL061C;0.226028
YEL062W;0.213674
YEL064C;0.206695
YEL071W;0.201771
YER002W;0.253944
YER003C;0.245658
YER006W;0.298446
YER007C-A;0.177965
YER007W;0.216646
YER008C;0.211885
YER009W;0.234389
YER012W;0.269833
YER013W;0.190477
YER015W;0.18509
YER016W;0
YER017C;0.23345
YER018C;0.182418
YER020W;0.234553
YER021W;0.273161
YER022W;0.214321
YER023W;0.24374
YER025W;0.284729
YER027C;0.229282
YER029C;0.245854
YER030W;0.205067
YER031C;0.228469
YER036C;0.226364
YER041W;0.231788
YER043C;0.279606
YER047C;0.209106
YER049W;0.237649
YER052C;0.246153
YER054C;0.249722
YER057C;0.184969
YER059W;0.199703
YER062C;0.244744
YER065C;0.241435
YER066C-A;0.234248
YER067W;0.207632
YER068W;0.220941
YER070W;0.243121
YER071C;0.161769
YER073W;0.195161
YER075C;0.252492
YER077C;0.252961
YER078C;0.241671
YER081W;0.000847458
YER082C;0.305131
YER083C;0.186002
YER084W;0.239545
YER086W;0.236022
YER088C;0.182545
YER089C;0.21875
YER090W;0.250797
YER091C;0.256215
YER092W;0.194025
YER093C;0.254317
YER094C;0.25903
YER095W;0.289421
YER098W;0.184166
YER099C;0.204868
YER100W;0.270139
YER103W;0.234646
YER107C;0.197687
YER110C;0.288563
YER111C;0.21875
YER112W;0.254874
YER114C;0.196936
YER117W;0.222566
YER120W;0.266333
YER122C;0.245851
YER123W;0.222738
YER125W;0.257878
YER126C;0.282765
YER127W;0.229493
YER129W;0.224461
YER132C;0.204868
YER133W;0.30874
YER136W;0.240337
YER138C;0.272324
YER139C;0.222297
YER142C;0.274036
YER146W;0.242912
YER147C;0.177608
YER148W;0.257393
YER155C;0.282053
YER156C;0
YER157W;0.201526
YER160C;0.222016
YER161C;0.302825
YER162C;0.208055
YER164W;0.266208
YER165W;0.239054
YER167W;0.226279
YER168C;0.190691
YER171W;0.302462
YER172C;0.237279
YER173W;0.267635
YER174C;0.215749
YER177W;0.247538
YER178W;0.25859
YER179W;0.253429
YER182W;0.213674
YFL002C;0.246043
YFL003C;0.22245
YFL005W;0.207243
YFL006W;0.248227
YFL007W;0.223512
YFL008W;0.234659
YFL009W;0.19921
YFL013C;0.194025
YFL014W;0.223156
YFL016C;0.220077
YFL017W-A;0.275303
YFL018C;0.249272
YFL022C;0.2498
YFL024C;0.246522
YFL030W;0.226407
YFL033C;0.210607
YFL034C-B;0.200968
YFL034W;0.209693
YFL036W;0
YFL038C;0.222425
YFL039C;0.261644
YFL041W;0.190333
YFL042C;0.237703
YFL045C;0.280363
YFL049W;0.18227
YFL053W;0.172872
YFR001W;0.273604
YFR002W;0.173333
YFR003C;0.230989
YFR004W;0.271672
YFR006W;0.241435
YFR008W;0.190739
YFR009W;0.254911
YFR010W;0.259212
YFR011C;0.226177
YFR013W;0.232622
YFR014C;0.213989
YFR015C;0.242399
YFR016C;0.226508
YFR017C;0.193374
YFR019W;0.239126
YFR021W;0.262282
YFR024C;0.198472
YFR024C-A;0.255233
YFR028C;0.284793
YFR030W;0.234216
YFR031C-A;0.257398
YFR037C;0.247727
YFR039C;0.193002
YFR040W;0.244031
YFR044C;0.216338
YFR049W;0.219903
YFR050C;0.24123
YFR051C;0.259667
YFR052W;0.28294
YGL001C;0.183474
YGL003C;0.253838
YGL004C;0.270129
YGL006W;0.177331
YGL008C;0.256807
YGL009C;0.20671
YGL011C;0.273072
YGL016W;0.259404
YGL017W;0.219879
YGL019W;0.295512
YGL020C;0.186002
YGL022W;0.179754
YGL023C;0.235038
YGL025C;0.207675
YGL026C;0.260926
YGL035C;0.21897
YGL036W;0.23388
YGL044C;0.215217
YGL048C;0.261551
YGL049C;0.28036
YGL058W;0.212394
YGL060W;0.200841
YGL062W;0.258419
YGL064C;0.203494
YGL066W;0.215658
YGL068W;0.258857
YGL070C;0.226434
YGL081W;0.278504
YGL087C;0.213267
YGL090W;0.238881
YGL091C;0.182009
YGL092W;0.207507
YGL094C;0.000423729
YGL095C;0.17966
YGL097W;0.198099
YGL099W;0.248097
YGL100W;0.261988
YGL104C;0.239545
YGL105W;0.26231
YGL106W;0.238419
YGL111W;0.273105
YGL112C;0.257332
YGL115W;0.286529
YGL116W;0.25742
YGL117W;0.204264
YGL120C;0.298246
YGL121C;0.23889
YGL122C;0.22235
YGL128C;0.230559
YGL129C;0.215759
YGL130W;0.288856
YGL131C;0.192182
YGL133W;0.226706
YGL137W;0.328521
YGL141W;0.224181
YGL142C;0.168933
YGL146C;0.216749
YGL150C;0.205363
YGL151W;0.235628
YGL154C;0.163192
YGL156W;0.240561
YGL158W;0.242738
YGL163C;0.233262
YGL171W;0.242426
YGL174W;0.244605
YGL179C;0.234258
YGL187C;0.151637
YGL190C;0.29678
YGL192W;0.18101
YGL194C;0.213265
YGL195W;0.293577
YGL197W;0.261492
YGL200C;0.227162
YGL201C;0.234431
YGL205W;0.213674
YGL206C;0.246886
YGL207W;0.266859
YGL208W;0.255124
YGL210W;0.189102
YGL213C;0.185868
YGL216W;0.226634
YGL220W;0.174843
YGL227W;0.204341
YGL234W;0.258008
YGL236C;0
YGL237C;0.300565
YGL238W;0.210206
YGL240W;0.21492
YGL241W;0.25637
YGL244W;0.250452
YGL245W;0.294626
YGL246C;0.233369
YGL251C;0.187335
YGL252C;0.234306
YGL256W;0.268712
YGR001C;0
YGR002C;0.18509
YGR005C;0.230648
YGR006W;0.000423729
YGR013W;0.245893
YGR016W;0.202772
YGR017W;0.218672
YGR020C;0.240443
YGR030C;0.00169492
YGR033C;0.188771
YGR040W;0.3054
YGR041W;0.172872
YGR047C;0.206466
YGR048W;0.189587
YGR052W;0.202302
YGR054W;0.2498
YGR061C;0.225474
YGR063C;0.179803
YGR066C;0.233254
YGR067C;0.260912
YGR074W;0.253522
YGR075C;0.197982
YGR076C;0.203494
YGR078C;0.186957
YGR081C;0.247729
YGR083C;0.248093
YGR084C;0.215759
YGR086C;0.292327
YGR087C;0.261556
YGR090W;0.315216
YGR091W;0.265247
YGR092W;0.282892
YGR094W;0.239919
YGR095C;0.266773
YGR098C;0.185005
YGR100W;0
YGR102C;0.214506
YGR103W;0.309693
YGR104C;0.214321
YGR111W;0.222738
YGR113W;0.227266
YGR116W;0.244025
YGR123C;0.197035
YGR128C;0.248214
YGR130C;0.211624
YGR132C;0.182035
YGR134W;0.224354
YGR135W;0.259454
YGR136W;0.199658
YGR142W;0.237649
YGR143W;0.182485
YGR145W;0.278217
YGR150C;0.244505
YGR154C;0.222738
YGR155W;0.297758
YGR156W;0.227016
YGR158C;0.211246
YGR159C;0.211624
YGR161C;0.222459
YGR162W;0.311088
YGR163W;0.232803
YGR165W;0.205279
YGR166W;0.182697
YGR167W;0.193543
YGR170W;0.249764
YGR173W;0.228047
YGR175C;0.197881
YGR180C;0.192632
YGR184C;0.243979
YGR186W;0.221545
YGR187C;0.20541
YGR192C;0.2378
YGR193C;0.2534
YGR194C;0.191179
YGR195W;0.259231
YGR196C;0.234164
YGR198W;0.238
YGR200C;0.176201
YGR202C;0.260528
YGR203W;0.185005
YGR204W;0.238677
YGR205W;0.215376
YGR207C;0
YGR209C;0.194548
YGR210C;0.227076
YGR211W;0
YGR215W;0.212224
YGR218W;0.254586
YGR220C;0.266122
YGR223C;0.187294
YGR232W;0.250641
YGR233C;0.248853
YGR234W;0.267158
YGR238C;0.203718
YGR240C;0.304209
YGR245C;0.275911
YGR250C;0.22878
YGR252W;0.240429
YGR253C;0.235888
YGR254W;0.205391
YGR255C;0
YGR256W;0.242222
YGR258C;0.000423729
YGR261C;0.199178
YGR262C;0.285707
YGR263C;0.173567
YGR264C;0.255118
YGR266W;0.23803
YGR267C;0.27368
YGR270W;0.236094
YGR274C;0.283898
YGR278W;0.228342
YGR279C;0.206049
YGR280C;0.199212
YGR281W;0.224876
YGR282C;0.254429
YGR285C;0.256732
YGR292W;0.000423729
YGR296W;0.206695
YHL002W;0.000423729
YHL004W;0.231906
YHL007C;0.212737
YHL010C;0.187726
YHL011C;0.214789
YHL019C;0.188124
YHL020C;0.20491
YHL021C;0.194124
YHL025W;0.18227
YHL030W;0.299764
YHL032C;0.218867
YHL034C;0.248236
YHL035C;0.242222
YHL038C;0.238
YHL039W;0.183531
YHR001W;0.195303
YHR004C;0.174906
YHR005C;0.211074
YHR008C;0.244057
YHR009C;0.204731
YHR011W;0.240424
YHR012W;0.176042
YHR013C;0.249739
YHR014W;0.240373
YHR015W;0.185099
YHR016C;0.208703
YHR018C;0.247307
YHR019C;0.25619
YHR020W;0.256033
YHR023W;0.244813
YHR024C;0.212387
YHR027C;0.287593
YHR030C;0.304094
YHR033W;0.292501
YHR037W;0
YHR039C-A;0.190505
YHR041C;0.222803
YHR043C;0.197271
YHR044C;0.240139
YHR046C;0.198691
YHR047C;0.178875
YHR051W;0.227097
YHR052W;0.299623
YHR058C;0.214321
YHR059W;0.242077
YHR060W;0.197271
YHR062C;0.00169492
YHR064C;0.269916
YHR065C;0.23803
YHR066W;0.288514
YHR069C;0.242551
YHR070W;0
YHR073W;0.223323
YHR074W;0.214433
YHR075C;0.220101
YHR076W;0.248482
YHR081W;0.205554
YHR082C;0.2441
YHR084W;0.231613
YHR085W;0.234953
YHR086W;0.272498
YHR087W;0.207632
YHR088W;0.25307
YHR089C;0.280124
YHR096C;0.228436
YHR098C;0.239743
YHR099W;0.26511
YHR102W;0.227168
YHR105W;0.191077
YHR107C;0.253685
YHR108W;0.238328
YHR112C;0.249194
YHR114W;0.213876
YHR115C;0.205033
YHR118C;0.155184
YHR119W;0.204655
YHR120W;0.185558
YHR121W;0.229938
YHR122W;0.184508
YHR128W;0.215275
YHR135C;0.3
YHR137W;0.178285
YHR143W-A;0.230727
YHR147C;0.222785
YHR148W;0.25081
YHR149C;0.000635593
YHR152W;0.234042
YHR154W;0.152236
YHR156C;0.205684
YHR158C;0.244524
YHR164C;0.224052
YHR165C;0.269394
YHR166C;0.232458
YHR167W;0.200843
YHR169W;0.283366
YHR170W;0.283464
YHR171W;0.189002
YHR172W;0.181335
YHR174W;0.242626
YHR179W;0.296639
YHR183W;0.299216
YHR186C;0.219596
YHR187W;0.147437
YHR188C;0.201868
YHR191C;0.187681
YHR193C;0.265518
YHR196W;0.272605
YHR197W;0.2803
YHR199C;0.24833
YHR200W;0.290163
YHR201C;0.226902
YHR204W;0.211073
YHR208W;0.230601
YHR214W-A;0.212337
YHR215W;0.000635593
YHR216W;0.250089
YIL007C;0.219355
YIL009C-A;0.201069
YIL017C;0.204341
YIL021W;0.251095
YIL026C;0.227656
YIL028W;0.193374
YIL033C;0.279397
YIL034C;0.181317
YIL035C;0.332316
YIL037C;0.234389
YIL038C;0.254624
YIL046W;0.25765
YIL050W;0.199703
YIL053W;0.255352
YIL055C;0.18535
YIL061C;0.303881
YIL062C;0.238159
YIL063C;0.213792
YIL066C;0.27003
YIL068C;0.222075
YIL070C;0.283888
YIL071C;0.173891
YIL074C;0.000635593
YIL076W;0.247569
YIL077C;0.207486
YIL078W;0.238245
YIL079C;0.223634
YIL084C;0.228732
YIL093C;0.243344
YIL094C;0.290339
YIL095W;0.22217
YIL097W;0.204341
YIL104C;0.221067
YIL105C;0.14408
YIL106W;0.217074
YIL108W;0.197213
YIL110W;0
YIL112W;0.235862
YIL113W;0.233075
YIL115C;0.173545
YIL124W;0.249925
YIL125W;0.269991
YIL126W;0.236755
YIL128W;0.28058
YIL129C;0.227593
YIL131C;0.291826
YIL136W;0.237649
YIL137C;0.218271
YIL142W;0.297895
YIL143C;0.231202
YIL147C;0.221676
YIL149C;0.207121
YIL156W;0.226361
YIL159W;0.193374
YIL177C;0.223724
YIR001C;0.268637
YIR002C;0.245706
YIR003W;0.235595
YIR005W;0.254765
YIR008C;0.200635
YIR009W;0.210237
YIR012W;0.21161
YIR031C;0.20731
YIR032C;0.223724
YIR033W;0.224877
YIR034C;0.239497
YIR035C;0.190587
YJL001W;0.235157
YJL002C;0.223079
YJL005W;0.280428
YJL006C;0.207625
YJL008C;0.244932
YJL011C;0.2125
YJL013C;0.200074
YJL014W;0.283723
YJL017W;0.217534
YJL020C;0.259221
YJL024C;0.179162
YJL026W;0.287243
YJL029C;0.203387
YJL031C;0.000423729
YJL033W;0.274501
YJL041W;0.215176
YJL042W;0.227705
YJL044C;0.152634
YJL045W;0.198472
YJL047C;0.227772
YJL050W;0.240389
YJL060W;0.187609
YJL061W;0.173757
YJL063C;0.225258
YJL066C;0.177546
YJL068C;0.191874
YJL069C;0.29189
YJL074C;0.269691
YJL076W;0.235003
YJL080C;0.280791
YJL081C;0.245722
YJL085W;0.195458
YJL087C;0.247569
YJL090C;0.255629
YJL092W;0.237209
YJL095W;0.244633
YJL098W;0.292617
YJL106W;0.227432
YJL107C;0.232157
YJL109C;0.279418
YJL111W;0.196936
YJL115W;0.245038
YJL117W;0.248605
YJL122W;0.236753
YJL124C;0.245842
YJL128C;0.233672
YJL138C;0.315445
YJL140W;0.200181
YJL141C;0.274737
YJL149W;0.210444
YJL154C;0.218554
YJL156C;0.199932
YJL157C;0.283705
YJL164C;0.249534
YJL165C;0.000423729
YJL167W;0.24736
YJL168C;0.23059
YJL173C;0.267187
YJL176C;0.221908
YJL187C;0.240897
YJL194W;0.207221
YJL197W;0.218672
YJL201W;0.186299
YJL203W;0.2157
YJL207C;0.237002
YJL208C;0.000423729
YJL222W;0.241435
YJR002W;0.257087
YJR005W;0.145829
YJR007W;0.285022
YJR009C;0.216176
YJR014W;0.218517
YJR016C;0.18347
YJR017C;0.280347
YJR022W;0.265266
YJR027W;0.204868
YJR028W;0.204868
YJR029W;0.229827
YJR033C;0.181812
YJR035W;0.292881
YJR041C;0.238
YJR042W;0.220077
YJR045C;0.234875
YJR050W;0.193622
YJR052W;0.233474
